circID	read	GT_AG_read	CT_AC_read	left_backratio	right_backratio	circID	annotaion	length_exon	pos_exon
chr20_35725038_35732135_-	60	60	0	0.0797872340425532	0.292326431181486	chr20_35725038_35732135_-	gene_id "ENSG00000131051.22"; transcript_id "ENST00000477334.1"; gene_type "protein_coding"; gene_name "RBM39"	775	exon_number2
chr1_172131175_172253682_+	3	3	0	0.016304347826087	0.0212765957446809	chr1_172131175_172253682_+	gene_id "ENSG00000230630.5"; transcript_id "ENST00000417354.3"; gene_type "antisense"; gene_name "DNM3OS"	2534	exon_number1;exon_number2;exon_number3;exon_number4
chr16_75411825_75414695_-	41	41	0	0.773584905660377	0.0611702127659574	chr16_75411825_75414695_-	gene_id "ENSG00000153774.8"; transcript_id "ENST00000564286.1"; gene_type "protein_coding"; gene_name "CFDP1"	463	exon_number2;exon_number3;exon_number4
chr7_92517276_92519078_-	82	82	0	1	0.3710407239819	chr7_92517276_92519078_-	gene_id "ENSG00000127980.15"; transcript_id "ENST00000484913.5"; gene_type "protein_coding"; gene_name "PEX1"	998	exon_number3;exon_number4;exon_number5
chrX_51895053_51897271_+	63	63	0	0.370588235294118	0.642857142857143	chrX_51895053_51897271_+	gene_id "ENSG00000179222.17"; transcript_id "ENST00000375772.7"; gene_type "protein_coding"; gene_name "MAGED1"	1438	exon_number5;exon_number4;exon_number3
chr3_179413412_179426242_-	19	19	0	0.258741258741259	0.0900473933649289	chr3_179413412_179426242_-	gene_id "ENSG00000114450.9"; transcript_id "ENST00000468623.5"; gene_type "protein_coding"; gene_name "GNB4"	734	exon_number2;exon_number3;exon_number4;exon_number5;exon_number6;exon_number7;exon_number8
chr13_49167244_49175541_+	58	58	0	0.464	0.310160427807487	chr13_49167244_49175541_+	gene_id "ENSG00000102531.16"; transcript_id "ENST00000541916.5"; gene_type "protein_coding"; gene_name "FNDC3A"	548	exon_number13;exon_number12;exon_number11;exon_number10;exon_number9
chr15_34163560_34198331_-	11	11	0	1	1	chr15_34163560_34198331_-	gene_id "ENSG00000134152.10"; transcript_id "ENST00000557877.5"; gene_type "protein_coding"; gene_name "KATNBL1"	315	exon_number2;exon_number3
chr11_68185781_68190152_-	23	23	0	0.0372168284789644	0.160839160839161	chr11_68185781_68190152_-	gene_id "ENSG00000110066.14"; transcript_id "ENST00000466295.1"; gene_type "protein_coding"; gene_name "KMT5B"	546	exon_number2
chr4_41013583_41033304_-	1	1	0	0.0344827586206897	0.0222222222222222	chr4_41013583_41033304_-	gene_id "ENSG00000163697.16"; transcript_id "ENST00000513140.5"; gene_type "protein_coding"; gene_name "APBB2"	883	exon_number5;exon_number6
chr3_183717651_183722136_+	81	81	0	0.476470588235294	0.880434782608696	chr3_183717651_183722136_+	gene_id "ENSG00000163872.15"; transcript_id "ENST00000305135.9"; gene_type "protein_coding"; gene_name "YEATS2"	434	exon_number5;exon_number4;exon_number3
chr7_92343024_92352642_+	52	52	0	0.764705882352941	0.412698412698413	chr7_92343024_92352642_+	gene_id "ENSG00000001629.9"; transcript_id "ENST00000265742.7"; gene_type "protein_coding"; gene_name "ANKIB1"	606	exon_number9;exon_number8;exon_number7;exon_number6
chr5_88749070_88823930_-	42	42	0	0.132911392405063	0.563265306122449	chr5_88749070_88823930_-	gene_id "ENSG00000081189.15"; transcript_id "ENST00000340208.9"; gene_type "protein_coding"; gene_name "MEF2C"	827	exon_number3;exon_number4;exon_number5;exon_number6;exon_number7;exon_number8
chr15_44550876_44557650_+	21	21	0	0.0407766990291262	0.128834355828221	chr15_44550876_44557650_+	gene_id "ENSG00000104131.12"; transcript_id "ENST00000261868.9"; gene_type "protein_coding"; gene_name "EIF3J"	420	exon_number6;exon_number5;exon_number4;exon_number3
chr12_27654722_27656730_+	77	77	0	0.219373219373219	0.18780487804878	chr12_27654722_27656730_+	gene_id "ENSG00000110841.13"; transcript_id "ENST00000537927.5"; gene_type "protein_coding"; gene_name "PPFIBP1"	298	exon_number8;exon_number7;exon_number6
chr3_13129305_13129525_-	8	8	0	1	1	NA	NA	NA	NA
chr16_47311240_47375940_-	7	7	0	1	1	chr16_47311240_47375940_-	gene_id "ENSG00000129636.12"; transcript_id "ENST00000568047.5"; gene_type "protein_coding"; gene_name "ITFG1"	533	exon_number1;exon_number2
chr12_46229153_46243314_-	179	179	0	0.49645390070922	0.803394625176803	chr12_46229153_46243314_-	gene_id "ENSG00000111371.15"; transcript_id "ENST00000546893.5"; gene_type "protein_coding"; gene_name "SLC38A1"	518	exon_number2;exon_number3;exon_number4;exon_number5
chr7_74705164_74718941_+	1	1	0	0.00523560209424084	1	chr7_74705164_74718941_+	gene_id "ENSG00000263001.5"; transcript_id "ENST00000484840.5"; gene_type "protein_coding"; gene_name "GTF2I"	400	exon_number2;exon_number1
chr1_212329135_212333598_+	34	34	0	0.222222222222222	0.24113475177305	chr1_212329135_212333598_+	gene_id "ENSG00000066027.11"; transcript_id "ENST00000537030.3"; gene_type "protein_coding"; gene_name "PPP2R5A"	297	exon_number3;exon_number2
chr22_45729425_45740538_+	1	1	0	0.0208333333333333	0.004739336492891	chr22_45729425_45740538_+	gene_id "ENSG00000130638.16"; transcript_id "ENST00000381061.8"; gene_type "protein_coding"; gene_name "ATXN10"	442	exon_number8;exon_number7;exon_number6
chr5_62449927_62451933_+	1	1	0	1	1	chr5_62449927_62451933_+	gene_id "ENSG00000086200.16"; transcript_id "ENST00000409296.7"; gene_type "protein_coding"; gene_name "IPO11"	275	exon_number5;exon_number4
chr13_114041000_114073837_-	144	144	0	0.225352112676056	0.547528517110266	chr13_114041000_114073837_-	gene_id "ENSG00000185989.10"; transcript_id "ENST00000334062.7"; gene_type "protein_coding"; gene_name "RASA3"	314	exon_number2;exon_number3;exon_number4
chr5_37048502_37057332_+	31	31	0	0.118320610687023	0.191358024691358	chr5_37048502_37057332_+	gene_id "ENSG00000164190.17"; transcript_id "ENST00000514335.1"; gene_type "protein_coding"; gene_name "NIPBL"	1289	exon_number3;exon_number2;exon_number1
chr3_128262128_128264781_+	18	18	0	1	1	chr3_128262128_128264781_+	gene_id "ENSG00000132394.10"; transcript_id "ENST00000254730.10"; gene_type "protein_coding"; gene_name "EEFSEC"	260	exon_number4;exon_number3
chr15_81142326_81143820_+	25	25	0	1	1	chr15_81142326_81143820_+	gene_id "ENSG00000156206.13"; transcript_id "ENST00000286732.4"; gene_type "protein_coding"; gene_name "CFAP161"	158	exon_number5
chr1_19193433_19197265_-	2	2	0	1	1	chr1_19193433_19197265_-	gene_id "ENSG00000127481.14"; transcript_id "ENST00000375254.7"; gene_type "protein_coding"; gene_name "UBR4"	248	exon_number8;exon_number9
chr12_105365807_105410877_+	33	33	0	0.0237752161383285	1	chr12_105365807_105410877_+	gene_id "ENSG00000235162.8"; transcript_id "ENST00000443585.5"; gene_type "protein_coding"; gene_name "C12orf75"	1035	exon_number6;exon_number5;exon_number4;exon_number3
chr4_109922159_109945275_+	3	3	0	1	1	chr4_109922159_109945275_+	gene_id "ENSG00000138798.11"; transcript_id "ENST00000265171.9"; gene_type "protein_coding"; gene_name "EGF"	809	exon_number5;exon_number4;exon_number3;exon_number2
chr3_197832197_197835822_+	17	17	0	0.346153846153846	0.0562913907284768	chr3_197832197_197835822_+	gene_id "ENSG00000186001.13"; transcript_id "ENST00000438796.6"; gene_type "protein_coding"; gene_name "LRCH3"	268	exon_number9;exon_number8
chr17_41981855_41983636_-	2	2	0	0.0327868852459016	0.0031104199066874	chr17_41981855_41983636_-	gene_id "ENSG00000168259.14"; transcript_id "ENST00000588814.5"; gene_type "protein_coding"; gene_name "DNAJC7"	371	exon_number10;exon_number11;exon_number12
chr18_13424453_13438384_+	36	36	0	1	1	chr18_13424453_13438384_+	gene_id "ENSG00000267690.1"; transcript_id "ENST00000588672.1"; gene_type "antisense"; gene_name "LDLRAD4-AS1"	281	exon_number1;exon_number2
chr15_75411492_75413045_-	172	172	0	0.632352941176471	0.409195402298851	chr15_75411492_75413045_-	gene_id "ENSG00000169375.15"; transcript_id "ENST00000394949.8"; gene_type "protein_coding"; gene_name "SIN3A"	533	exon_number5;exon_number6
chr19_16081913_16093753_+	18	18	0	0.0196337238079525	0.0360824742268041	chr19_16081913_16093753_+	gene_id "ENSG00000167460.15"; transcript_id "ENST00000587201.5"; gene_type "protein_coding"; gene_name "TPM4"	675	exon_number4;exon_number3;exon_number2
chr1_45421725_45457871_-	48	48	0	1	1	chr1_45421725_45457871_-	gene_id "ENSG00000070759.16"; transcript_id "ENST00000372086.3"; gene_type "protein_coding"; gene_name "TESK2"	428	exon_number2;exon_number3
chr10_74070670_74074903_+	86	86	0	0.116391184573003	0.132307692307692	chr10_74070670_74074903_+	gene_id "ENSG00000035403.17"; transcript_id "ENST00000372755.7"; gene_type "protein_coding"; gene_name "VCL"	540	exon_number6;exon_number5;exon_number4;exon_number3
chr12_102039868_102050291_-	83	83	0	0.669354838709677	1	chr12_102039868_102050291_-	gene_id "ENSG00000120860.10"; transcript_id "ENST00000326351.11"; gene_type "protein_coding"; gene_name "WASHC3"	662	exon_number3;exon_number4
chr16_46668930_46672472_-	87	0	87	0.322222222222222	0.397260273972603	chr16_46668930_46672472_-	gene_id "ENSG00000069329.17"; transcript_id "ENST00000568784.6"; gene_type "protein_coding"; gene_name "VPS35"	484	exon_number11;exon_number12;exon_number13
chr20_35721740_35725155_-	1	1	0	0.275816993464052	0.545586107091172	chr20_35721740_35725155_-	gene_id "ENSG00000131051.22"; transcript_id "ENST00000361162.10"; gene_type "protein_coding"; gene_name "RBM39"	406	exon_number7;exon_number8;exon_number9
chr11_59658866_59659469_-	84	84	0	0.792452830188679	0.792452830188679	chr11_59658866_59659469_-	gene_id "ENSG00000166889.13"; transcript_id "ENST00000300146.9"; gene_type "protein_coding"; gene_name "PATL1"	297	exon_number3;exon_number4
chr12_101786012_101790057_-	31	31	0	0.738095238095238	0.269565217391304	chr12_101786012_101790057_-	gene_id "ENSG00000111670.15"; transcript_id "ENST00000299314.11"; gene_type "protein_coding"; gene_name "GNPTAB"	365	exon_number3;exon_number4;exon_number5
chr15_90638446_90641199_+	8	8	0	0.0727272727272727	0.296296296296296	chr15_90638446_90641199_+	gene_id "ENSG00000140577.15"; transcript_id "ENST00000420329.6"; gene_type "protein_coding"; gene_name "CRTC3"	382	exon_number14;exon_number13;exon_number12
chr17_47663089_47668410_+	22	22	0	0.0805860805860806	0.0660660660660661	chr17_47663089_47668410_+	gene_id "ENSG00000108424.9"; transcript_id "ENST00000535458.6"; gene_type "protein_coding"; gene_name "KPNB1"	524	exon_number9;exon_number8;exon_number7;exon_number6
chr3_8898894_8913720_-	1	1	0	0.0181818181818182	0.00735294117647059	chr3_8898894_8913720_-	gene_id "ENSG00000070950.9"; transcript_id "ENST00000473069.1"; gene_type "protein_coding"; gene_name "RAD18"	450	exon_number1;exon_number2;exon_number3
chr1_150440923_150443283_+	10	10	0	0.0574712643678161	0.0297619047619048	chr1_150440923_150443283_+	gene_id "ENSG00000163125.15"; transcript_id "ENST00000369067.7"; gene_type "protein_coding"; gene_name "RPRD2"	700	exon_number3
chr17_67945409_67948306_+	100	100	0	0.318425760286225	0.257731958762887	chr17_67945409_67948306_+	gene_id "ENSG00000171634.17"; transcript_id "ENST00000321892.8"; gene_type "protein_coding"; gene_name "BPTF"	1223	exon_number25;exon_number24;exon_number23
chr2_48346201_48362707_+	11	11	0	0.125	0.55	chr2_48346201_48362707_+	gene_id "ENSG00000170802.15"; transcript_id "ENST00000340553.7"; gene_type "protein_coding"; gene_name "FOXN2"	714	exon_number5;exon_number4;exon_number3
chr15_72496791_72555907_+	22	22	0	1	0.229166666666667	chr15_72496791_72555907_+	gene_id "ENSG00000166233.14"; transcript_id "ENST00000379887.8"; gene_type "protein_coding"; gene_name "ARIH1"	358	exon_number5;exon_number4;exon_number3;exon_number2
chr7_20177804_20198670_-	51	51	0	1	1	chr7_20177804_20198670_-	gene_id "ENSG00000183742.12"; transcript_id "ENST00000471019.1"; gene_type "protein_coding"; gene_name "MACC1"	145	exon_number2
chr3_33510558_33516151_-	1	1	0	0.0212765957446809	0.25	chr3_33510558_33516151_-	gene_id "ENSG00000163539.16"; transcript_id "ENST00000476251.1"; gene_type "protein_coding"; gene_name "CLASP2"	433	exon_number3;exon_number4;exon_number5
chrX_118584735_118590302_+	148	148	0	0.826815642458101	0.388451443569554	chrX_118584735_118590302_+	gene_id "ENSG00000147251.15"; transcript_id "ENST00000276202.8"; gene_type "protein_coding"; gene_name "DOCK11"	539	exon_number19;exon_number18;exon_number17;exon_number16;exon_number15
chr11_73707420_73720899_-	97	97	0	0.40035118525022	0.0968063872255489	chr11_73707420_73720899_-	gene_id "ENSG00000175582.19"; transcript_id "ENST00000400470.3"; gene_type "protein_coding"; gene_name "RAB6A"	362	exon_number3;exon_number4;exon_number5;exon_number6
chr2_49652085_49762784_+	10	10	0	0.5	0.925925925925926	NA	NA	NA	NA
chr16_47587500_47610920_+	3	3	0	1	0.046875	chr16_47587500_47610920_+	gene_id "ENSG00000102893.15"; transcript_id "ENST00000567402.5"; gene_type "protein_coding"; gene_name "PHKB"	825	exon_number11;exon_number10;exon_number9
chr20_2986765_3007420_+	41	41	0	0.753846153846154	0.386792452830189	chr20_2986765_3007420_+	gene_id "ENSG00000132670.20"; transcript_id "ENST00000318266.9"; gene_type "protein_coding"; gene_name "PTPRA"	459	exon_number11;exon_number10;exon_number9;exon_number8;exon_number7
chr5_39150485_39153604_-	20	20	0	1	0.0219298245614035	chr5_39150485_39153604_-	gene_id "ENSG00000082074.16"; transcript_id "ENST00000351578.11"; gene_type "protein_coding"; gene_name "FYB1"	156	exon_number3
chr11_9724658_9729451_+	7	7	0	0.0247349823321555	0.0154867256637168	chr11_9724658_9729451_+	gene_id "ENSG00000133789.14"; transcript_id "ENST00000318950.10"; gene_type "protein_coding"; gene_name "SWAP70"	481	exon_number6;exon_number5;exon_number4
chr7_152309966_152315338_-	88	88	0	0.359183673469388	0.523809523809524	chr7_152309966_152315338_-	gene_id "ENSG00000055609.17"; transcript_id "ENST00000490130.1"; gene_type "protein_coding"; gene_name "KMT2C"	498	exon_number1
chr8_133408174_133408387_+	5	5	0	1	1	NA	NA	NA	NA
chr14_21230319_21234229_-	44	15	29	0.0697305863708399	0.061711079943899	chr14_21230319_21234229_-	gene_id "ENSG00000092199.17"; transcript_id "ENST00000553614.5"; gene_type "protein_coding"; gene_name "HNRNPC"	450	exon_number3;exon_number4
chr6_17624561_17646154_-	36	36	0	1	0.26865671641791	chr6_17624561_17646154_-	gene_id "ENSG00000124789.11"; transcript_id "ENST00000262077.2"; gene_type "protein_coding"; gene_name "NUP153"	2535	exon_number14;exon_number15;exon_number16;exon_number17;exon_number18;exon_number19;exon_number20
chr2_238025342_238035940_+	2	2	0	0.0272727272727273	0.0135135135135135	chr2_238025342_238035940_+	gene_id "ENSG00000184182.18"; transcript_id "ENST00000472479.1"; gene_type "protein_coding"; gene_name "UBE2F"	811	exon_number1
chr2_72718103_72733118_-	268	268	0	0.373259052924791	0.639618138424821	chr2_72718103_72733118_-	gene_id "ENSG00000144036.15"; transcript_id "ENST00000410104.1"; gene_type "protein_coding"; gene_name "EXOC6B"	386	exon_number3;exon_number4;exon_number5;exon_number6
chr5_73074742_73077493_+	43	43	0	0.294520547945205	1	chr5_73074742_73077493_+	gene_id "ENSG00000157107.13"; transcript_id "ENST00000512348.5"; gene_type "protein_coding"; gene_name "FCHO2"	266	exon_number20;exon_number19
chr5_35753624_35759719_+	52	52	0	1	1	chr5_35753624_35759719_+	gene_id "ENSG00000152582.13"; transcript_id "ENST00000440995.6"; gene_type "protein_coding"; gene_name "SPEF2"	288	exon_number25;exon_number24
chr18_9208657_9239556_+	41	41	0	0.0594660194174757	1	chr18_9208657_9239556_+	gene_id "ENSG00000101745.16"; transcript_id "ENST00000540578.6"; gene_type "protein_coding"; gene_name "ANKRD12"	817	exon_number9;exon_number8;exon_number7;exon_number6;exon_number5
chr9_5933751_5968127_-	41	41	0	0.525641025641026	1	chr9_5933751_5968127_-	gene_id "ENSG00000183354.11"; transcript_id "ENST00000540714.1"; gene_type "protein_coding"; gene_name "KIAA2026"	360	exon_number1;exon_number2;exon_number3;exon_number4
chr17_20204333_20205912_+	155	155	0	0.71244635193133	0.654008438818565	chr17_20204333_20205912_+	gene_id "ENSG00000128487.16"; transcript_id "ENST00000395530.6"; gene_type "protein_coding"; gene_name "SPECC1"	1579	exon_number2
chr5_32135572_32143880_-	68	68	0	0.191549295774648	0.132038834951456	chr5_32135572_32143880_-	gene_id "ENSG00000113384.13"; transcript_id "ENST00000503610.5"; gene_type "protein_coding"; gene_name "GOLPH3"	245	exon_number2;exon_number3
chr22_35262323_35293743_+	29	29	0	1	1	chr22_35262323_35293743_+	gene_id "ENSG00000100281.13"; transcript_id "ENST00000418170.5"; gene_type "protein_coding"; gene_name "HMGXB4"	1934	exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr3_12312380_12381491_+	8	8	0	1	0.210526315789474	chr3_12312380_12381491_+	gene_id "ENSG00000132170.20"; transcript_id "ENST00000397023.5"; gene_type "protein_coding"; gene_name "PPARG"	761	exon_number4;exon_number3;exon_number2;exon_number1
chr8_73805651_73830472_-	1	1	0	0.00581395348837209	0.027027027027027	chr8_73805651_73830472_-	gene_id "ENSG00000258677.2"; transcript_id "ENST00000358757.5"; gene_type "protein_coding"; gene_name "AC022826.2"	423	exon_number2;exon_number3;exon_number4;exon_number5
chr7_37222615_37233194_-	39	39	0	0.242236024844721	0.764705882352941	chr7_37222615_37233194_-	gene_id "ENSG00000155849.15"; transcript_id "ENST00000442504.5"; gene_type "protein_coding"; gene_name "ELMO1"	328	exon_number8;exon_number9;exon_number10
chr1_231537213_231542611_+	1	1	0	0.0144927536231884	0.0028735632183908	chr1_231537213_231542611_+	gene_id "ENSG00000116918.13"; transcript_id "ENST00000413309.2"; gene_type "protein_coding"; gene_name "TSNAX"	265	exon_number4;exon_number3
chr5_140524066_140529796_+	10	10	0	0.026246719160105	0.172413793103448	chr5_140524066_140529796_+	gene_id "ENSG00000254996.5"; transcript_id "ENST00000532219.5"; gene_type "protein_coding"; gene_name "ANKHD1-EIF4EBP3"	2528	exon_number29;exon_number28;exon_number27;exon_number26;exon_number25
chr1_7835762_7837149_+	1	1	0	0.05	0.2	chr1_7835762_7837149_+	gene_id "ENSG00000049246.14"; transcript_id "ENST00000494684.1"; gene_type "protein_coding"; gene_name "PER3"	341	exon_number1
chrX_150736595_150737448_+	67	67	0	0.475177304964539	1	chrX_150736595_150737448_+	gene_id "ENSG00000063601.16"; transcript_id "ENST00000485376.5"; gene_type "protein_coding"; gene_name "MTMR1"	391	exon_number11;exon_number10
chr18_2732265_2752552_+	65	65	0	0.371428571428571	0.338541666666667	chr18_2732265_2752552_+	gene_id "ENSG00000101596.15"; transcript_id "ENST00000577880.5"; gene_type "protein_coding"; gene_name "SMCHD1"	1288	exon_number23;exon_number22;exon_number21;exon_number20;exon_number19;exon_number18;exon_number17;exon_number16;exon_number15;exon_number14
chr1_61899583_61901459_+	41	41	0	0.322834645669291	1	chr1_61899583_61901459_+	gene_id "ENSG00000132849.20"; transcript_id "ENST00000635023.1"; gene_type "protein_coding"; gene_name "PATJ"	248	exon_number25;exon_number24
chr11_110591977_110611386_-	57	57	0	1	1	chr11_110591977_110611386_-	gene_id "ENSG00000137727.12"; transcript_id "ENST00000533353.5"; gene_type "protein_coding"; gene_name "ARHGAP20"	509	exon_number8;exon_number9;exon_number10;exon_number11
chr11_129123446_129164427_-	8	8	0	1	0.296296296296296	chr11_129123446_129164427_-	gene_id "ENSG00000134909.18"; transcript_id "ENST00000525234.1"; gene_type "protein_coding"; gene_name "ARHGAP32"	324	exon_number2;exon_number3;exon_number4;exon_number5
chr5_151794159_151799313_+	18	18	0	0.0629370629370629	0.09	chr5_151794159_151799313_+	gene_id "ENSG00000145907.14"; transcript_id "ENST00000394123.7"; gene_type "protein_coding"; gene_name "G3BP1"	488	exon_number8;exon_number7;exon_number6;exon_number5
chr2_159743061_159748903_+	81	81	0	0.237536656891496	0.386363636363636	chr2_159743061_159748903_+	gene_id "ENSG00000136536.14"; transcript_id "ENST00000409591.5"; gene_type "protein_coding"; gene_name "MARCH7"	1457	exon_number4;exon_number3;exon_number2
chr5_56856600_56865977_+	15	15	0	0.110294117647059	0.183962264150943	chr5_56856600_56865977_+	gene_id "ENSG00000095015.5"; transcript_id "ENST00000399503.3"; gene_type "protein_coding"; gene_name "MAP3K1"	814	exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr6_57099061_57102879_+	1	1	0	0.00543478260869565	1	chr6_57099061_57102879_+	gene_id "ENSG00000112200.16"; transcript_id "ENST00000508603.5"; gene_type "protein_coding"; gene_name "ZNF451"	430	exon_number3;exon_number2
chr10_47542167_47544529_-	2	2	0	1	0.0512820512820513	chr10_47542167_47544529_-	gene_id "ENSG00000251079.6"; transcript_id "ENST00000450360.2"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "BMS1P2"	587	exon_number5;exon_number6;exon_number7;exon_number8
chr5_176975396_176982623_-	2	2	0	0.00615384615384615	0.00925925925925926	chr5_176975396_176982623_-	gene_id "ENSG00000087206.16"; transcript_id "ENST00000377227.8"; gene_type "protein_coding"; gene_name "UIMC1"	238	exon_number2;exon_number3
chr7_6044562_6050045_-	35	35	0	0.0701402805611222	0.0541795665634675	chr7_6044562_6050045_-	gene_id "ENSG00000086232.12"; transcript_id "ENST00000463213.5"; gene_type "protein_coding"; gene_name "EIF2AK1"	538	exon_number3;exon_number4;exon_number5
chr21_15791502_15842540_+	69	69	0	0.237931034482759	0.297546012269939	chr21_15791502_15842540_+	gene_id "ENSG00000155313.15"; transcript_id "ENST00000400183.6"; gene_type "protein_coding"; gene_name "USP25"	1931	exon_number18;exon_number17;exon_number16;exon_number15;exon_number14;exon_number13;exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5
chr19_23358430_23362725_-	89	89	0	1	0.622377622377622	chr19_23358430_23362725_-	gene_id "ENSG00000167232.13"; transcript_id "ENST00000397082.2"; gene_type "protein_coding"; gene_name "ZNF91"	3322	exon_number3
chr16_30664215_30667622_+	10	10	0	0.818181818181818	0.277777777777778	chr16_30664215_30667622_+	gene_id "ENSG00000156860.15"; transcript_id "ENST00000356166.10"; gene_type "protein_coding"; gene_name "FBRS"	1010	exon_number15;exon_number14;exon_number13;exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7
chr17_60236138_60271481_-	32	32	0	0.164948453608247	1	chr17_60236138_60271481_-	gene_id "ENSG00000170832.12"; transcript_id "ENST00000393003.7"; gene_type "protein_coding"; gene_name "USP32"	1254	exon_number6;exon_number7;exon_number8;exon_number9;exon_number10;exon_number11;exon_number12
chr11_62535945_62536567_-	34	34	0	0.465753424657534	0.0292850990525409	chr11_62535945_62536567_-	gene_id "ENSG00000124942.13"; transcript_id "ENST00000531324.1"; gene_type "protein_coding"; gene_name "AHNAK"	299	exon_number2;exon_number3;exon_number4
chr1_20747544_20773610_-	39	39	0	0.0609375	0.394250513347023	chr1_20747544_20773610_-	gene_id "ENSG00000127483.17"; transcript_id "ENST00000312239.9"; gene_type "protein_coding"; gene_name "HP1BP3"	896	exon_number5;exon_number6;exon_number7;exon_number8;exon_number9;exon_number10;exon_number11
chr9_123169902_123184298_-	1	1	0	0.0172413793103448	0.00854700854700855	chr9_123169902_123184298_-	gene_id "ENSG00000165209.18"; transcript_id "ENST00000360998.3"; gene_type "protein_coding"; gene_name "STRBP"	802	exon_number2;exon_number3;exon_number4;exon_number5;exon_number6
chr1_111147642_111161296_+	25	25	0	0.581395348837209	0.0822368421052632	chr1_111147642_111161296_+	gene_id "ENSG00000134255.13"; transcript_id "ENST00000480324.5"; gene_type "protein_coding"; gene_name "CEPT1"	2001	exon_number3;exon_number2
chr16_24092791_24094297_+	80	80	0	0.0886917960088692	0.125195618153365	chr16_24092791_24094297_+	gene_id "ENSG00000166501.13"; transcript_id "ENST00000498739.1"; gene_type "protein_coding"; gene_name "PRKCB"	290	exon_number3;exon_number2
chr14_75766062_75902224_+	14	14	0	0.411764705882353	1	chr14_75766062_75902224_+	gene_id "ENSG00000119685.19"; transcript_id "ENST00000556893.5"; gene_type "protein_coding"; gene_name "TTLL5"	2628	exon_number17;exon_number16;exon_number15;exon_number14;exon_number13;exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6
chr2_9350808_9358889_+	55	55	0	0.293269230769231	0.260663507109005	chr2_9350808_9358889_+	gene_id "ENSG00000151693.10"; transcript_id "ENST00000315273.4"; gene_type "protein_coding"; gene_name "ASAP2"	434	exon_number15;exon_number14;exon_number13;exon_number12
chr14_89924513_89932627_-	35	35	0	1	0.921052631578947	chr14_89924513_89932627_-	gene_id "ENSG00000140025.15"; transcript_id "ENST00000554761.5"; gene_type "protein_coding"; gene_name "EFCAB11"	688	exon_number3;exon_number4
chr10_68468123_68470163_-	74	74	0	0.616666666666667	1	chr10_68468123_68470163_-	gene_id "ENSG00000138346.14"; transcript_id "ENST00000399179.6"; gene_type "protein_coding"; gene_name "DNA2"	365	exon_number3;exon_number4
chr12_71769800_71774022_+	10	10	0	0.0344827586206897	0.025974025974026	chr12_71769800_71774022_+	gene_id "ENSG00000080371.5"; transcript_id "ENST00000261263.4"; gene_type "protein_coding"; gene_name "RAB21"	229	exon_number4;exon_number3;exon_number2
chr15_71786278_71790197_+	45	45	0	1	1	NA	NA	NA	NA
chr5_154097024_154149946_+	13	13	0	1	1	chr5_154097024_154149946_+	gene_id "ENSG00000037749.12"; transcript_id "ENST00000521527.5"; gene_type "protein_coding"; gene_name "MFAP3"	675	exon_number4;exon_number3;exon_number2
chr8_43059092_43077364_+	21	0	21	0.223404255319149	0.11864406779661	chr8_43059092_43077364_+	gene_id "ENSG00000168522.12"; transcript_id "ENST00000529687.5"; gene_type "protein_coding"; gene_name "FNTA"	577	exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr15_30644639_30647714_+	7	0	7	1	1	chr15_30644639_30647714_+	gene_id "ENSG00000284906.1"; transcript_id "ENST00000563110.6"; gene_type "protein_coding"; gene_name "AC091057.6"	290	exon_number10;exon_number9;exon_number8
chr1_205618957_205620838_-	23	23	0	0.0416666666666667	0.0659025787965616	chr1_205618957_205620838_-	gene_id "ENSG00000158711.13"; transcript_id "ENST00000289703.8"; gene_type "protein_coding"; gene_name "ELK4"	1570	exon_number3
chr21_44855210_44861271_-	11	11	0	0.44	0.11	chr21_44855210_44861271_-	gene_id "ENSG00000183255.11"; transcript_id "ENST00000397886.3"; gene_type "protein_coding"; gene_name "PTTG1IP"	325	exon_number2;exon_number3;exon_number4
chr9_136404631_136405978_-	3	3	0	1	0.0476190476190476	chr9_136404631_136405978_-	gene_id "ENSG00000165689.16"; transcript_id "ENST00000461693.5"; gene_type "protein_coding"; gene_name "ENTR1"	319	exon_number1;exon_number2
chr8_105419144_105561481_+	1	1	0	0.0106382978723404	0.0120481927710843	chr8_105419144_105561481_+	gene_id "ENSG00000169946.13"; transcript_id "ENST00000522160.1"; gene_type "protein_coding"; gene_name "ZFPM2"	465	exon_number3;exon_number2;exon_number1
chr13_75560753_75569507_+	5	5	0	0.0222222222222222	1	chr13_75560753_75569507_+	gene_id "ENSG00000118939.17"; transcript_id "ENST00000377595.7"; gene_type "protein_coding"; gene_name "UCHL3"	416	exon_number6;exon_number5;exon_number4;exon_number3
